player_name,role,mean_score,sd_score,q025,q50,q975,mean_elo_like,sd_elo_like,n_boot
Aj Jackson,Blocker,3.83885690344518e-6,2.073756595475983e-5,-1.009163293287308e-5,3.83885690344518e-6,1.7769346739763443e-5,1000.0006670874759,0.0036025247011614906,2
Clelin Ferrell,Rusher,3.828532793202892e-6,1.232696193245364e-5,-4.452121661970187e-6,3.828532793202892e-6,1.2109187248375971e-5,1000.0006652939942,0.0021414531346075853,2
Patrick O'Connor,Rusher,3.7592271389453742e-6,5.94795674743807e-6,-2.363213838564795e-7,3.7592271389453742e-6,7.754775661747228e-6,1000.000653254369,0.0010332254013694173,2
Greg Mancz,Blocker,3.7561078010086916e-6,6.6121121253532394e-6,-6.855880547042264e-7,3.7561078010086916e-6,8.19780365672161e-6,1000.0006527124845,0.0011486820402062605,2
Joshua Kaindoh,Rusher,3.7512182578392456e-6,1.8328343091601965e-6,2.520009167480636e-6,3.7512182578392456e-6,4.9824273481978555e-6,1000.0006518630839,3.184364469776239e-4,2
Sam Eguavoen,Rusher,3.725235680012151e-6,3.2479841087515885e-6,1.5433976709519773e-6,3.725235680012151e-6,5.907073689072324e-6,1000.0006473494478,5.641921140399508e-4,2
Kc Mcdermott,Blocker,3.704623134285911e-6,7.287964906146372e-7,3.215053040698271e-6,3.704623134285911e-6,4.19419322787355e-6,1000.0006437686818,1.266454339868972e-4,2
Julian Stanford,Rusher,3.63192911663143e-6,1.6723731915005362e-6,2.508510013466043e-6,3.63192911663143e-6,4.755348219796818e-6,1000.0006311404375,2.9056149578043976e-4,2
Tyron Smith,Blocker,3.5857403277131802e-6,3.000259793722104e-6,1.5703114845240404e-6,3.5857403277131802e-6,5.60116917090232e-6,1000.000623116623,5.21157992805493e-4,2
Ben Bartch,Blocker,3.5460888394059648e-6,4.705804286847478e-5,-2.8065219321176522e-5,3.5460888394059648e-6,3.515739699998845e-5,1000.0006162284541,0.008174859854976206,2
Nate Herbig,Blocker,3.4164135605162345e-6,1.744437758192713e-5,-8.301872237155067e-6,3.4164135605162345e-6,1.5134699358187536e-5,1000.0005937015508,0.0030303582533457458,2
Ronald Blair,Rusher,3.3497367267804717e-6,5.455388951712996e-6,-3.1492866889763746e-7,3.3497367267804717e-6,7.014402122458581e-6,1000.0005821185985,9.476576110852045e-4,2
Joe Thomas,Rusher,3.252996342059774e-6,6.372730079275788e-6,-1.0278942789812518e-6,3.252996342059774e-6,7.5338869631008e-6,1000.0005653130723,0.0011070160869892784,2
Eric Kendricks,Rusher,3.2255023111746365e-6,1.109392608045203e-5,-4.226858532221796e-6,3.2255023111746365e-6,1.0677863154571067e-5,1000.0005605368699,0.0019271718354761601,2
Derrick Barnes,Rusher,3.210034501198837e-6,4.088445843434531e-7,2.9353925620602183e-6,3.210034501198837e-6,3.4846764403374558e-6,1000.0005578498362,7.098306254386423e-5,2
Romeo Okwara,Rusher,3.1736239026400842e-6,3.6325103317310824e-6,7.334798487577027e-7,3.1736239026400842e-6,5.613767956522466e-6,1000.0005515246673,6.309911607582013e-4,2
Josh Wells,Blocker,3.1353640948858945e-6,4.434074425965276e-6,1.5676820474429417e-7,3.1353640948858945e-6,6.113959985027495e-6,1000.000544878258,7.70318138504025e-4,2
Lester Cotton Sr.,Blocker,3.1146897302561616e-6,2.6278906186568473e-6,1.3494004174208313e-6,3.1146897302561616e-6,4.879979043091492e-6,1000.000541286753,4.564708416502858e-4,2
Denzel Perryman,Rusher,3.0874628109887073e-6,8.389169714957448e-8,3.031108442445981e-6,3.0874628109887073e-6,3.143817179531434e-6,1000.0005365569527,1.4532964228769248e-5,2
Demario Davis,Rusher,3.0120725950131774e-6,1.0640714780306312e-5,-4.1358429039220154e-6,3.0120725950131774e-6,1.0159988093948371e-5,1000.0005234603308,0.0018484409688205997,2
Zack Baun,Rusher,2.999645939673715e-6,3.055666000242586e-6,9.469978973516429e-7,2.999645939673715e-6,5.052293981995788e-6,1000.0005213015997,5.308640692078351e-4,2
Jc Tretter,Blocker,2.956361711930896e-6,4.1809268282932136e-6,1.4781808559654426e-7,2.956361711930896e-6,5.764905338265248e-6,1000.0005137823591,7.263418965990937e-4,2
Drew Dalman,Blocker,2.8380920810703825e-6,1.7902991067150766e-6,1.6354560742954556e-6,2.8380920810703825e-6,4.040728087845309e-6,1000.0004932368199,3.1104732541859957e-4,2
Ben Powers,Blocker,2.7626378246447916e-6,3.901034007764055e-6,1.4211260414195819e-7,2.7626378246447916e-6,5.383163045147625e-6,1000.0004801290731,6.777195335569063e-4,2
Austin Calitro,Rusher,2.601847330692556e-6,1.2495127273994776e-6,1.7624853541056403e-6,2.601847330692556e-6,3.441209307279471e-6,1000.0004521969033,2.170220768047014e-4,2
Za'Darius Smith,Rusher,2.5798564016825775e-6,3.6484679122345523e-6,1.289928200841284e-7,2.5798564016825775e-6,5.030719983281026e-6,1000.0004483766877,6.338443089388618e-4,2
Elijah Wilkinson,Blocker,2.556712414072503e-6,2.1721205278954243e-6,1.0975873169846127e-6,2.556712414072503e-6,4.015837511160393e-6,1000.0004443561652,3.7737649990690576e-4,2
Dre Greenlaw,Rusher,2.4810766287207117e-6,9.67816881264221e-8,2.4160633901502806e-6,2.4810766287207117e-6,2.5460898672911424e-6,1000.0004312168835,1.6772184934972787e-5,2
Brett Toth,Blocker,2.4803162451362518e-6,5.8556372328890516e-6,-1.4532165106308145e-6,2.4803162451362513e-6,6.4138490009033185e-6,1000.0004310847914,0.0010172688915752839,2
Dennis Kelly,Blocker,2.455921544827512e-6,1.7619982807183108e-5,-9.38032731615457e-6,2.455921544827512e-6,1.4292170405809593e-5,1000.0004268469979,0.003060864005524539,2
A'Shawn Robinson,Rusher,2.256094561508375e-6,1.0112410355287225e-6,1.5767919375537323e-6,2.256094561508375e-6,2.935397185463018e-6,1000.0003921334954,1.7563004442016066e-4,2
Billy Turner,Blocker,2.1081898488846073e-6,1.0903092167790578e-5,-5.2159780384747135e-6,2.1081898488846073e-6,9.432357736243928e-6,1000.0003664398153,0.0018940205894256994,2
Xavier Su'A-Filo,Blocker,2.065265576653581e-6,3.914359260449573e-6,-5.642109015574597e-7,2.065265576653581e-6,4.694742054864622e-6,1000.0003589831053,6.7995333453506e-4,2
Sione Takitaki,Rusher,2.0628965135807738e-6,4.550519982149534e-6,-9.93921846856908e-7,2.0628965135807738e-6,5.119714874018457e-6,1000.000358571557,7.905468034570456e-4,2
Chris Williams,Rusher,2.011236697901301e-6,9.025399035849673e-7,1.404954216090737e-6,2.011236697901301e-6,2.6175191797118653e-6,1000.0003495973278,1.5682775616293417e-4,2
Blake Martinez,Rusher,1.993032053774811e-6,2.8185729606926415e-6,9.96516026887402e-8,1.993032053774811e-6,3.886412504860882e-6,1000.0003464348572,4.8959575717485e-4,2
Trevis Gipson,Rusher,1.9461283350635256e-6,9.422010566314236e-6,-4.3831208505959695e-6,1.9461283350635256e-6,8.275377520723022e-6,1000.0003382868467,0.0016367303626478496,2
Malcolm Koonce,Rusher,1.8632311842195173e-6,7.247895567697173e-6,-3.0055531157685455e-6,1.8632311842195173e-6,6.732015484207581e-6,1000.0003238861367,0.001259128936430143,2
Jaryd Jones-Smith,Blocker,1.8277302655376968e-6,1.2952182390255822e-6,9.576655456027834e-7,1.8277302655376968e-6,2.6977949854726102e-6,1000.0003177189953,2.2504296988622055e-4,2
Aaron Banks,Blocker,1.8277163621265621e-6,1.295205821220328e-6,9.576599838702363e-7,1.8277163621265621e-6,2.697772740382888e-6,1000.0003177165802,2.2504081265454674e-4,2
Jacob Tuioti-Mariner,Rusher,1.8230209751841248e-6,4.73966616587873e-6,-1.3608566069465052e-6,1.8230209751841248e-6,5.006898557314755e-6,1000.0003169009079,8.234048610229388e-4,2
Kristian Welch,Rusher,1.6140040127002844e-6,1.92946118819531e-6,3.17885677001585e-7,1.6140040127002844e-6,2.910122348398984e-6,1000.0002805909426,3.352222550697732e-4,2
Damion Square,Rusher,1.6085991196049696e-6,2.533626210826306e-5,-1.5411071489733985e-5,1.6085991196049696e-6,1.8628269728943925e-5,1000.0002796520164,0.004401319014023209,2
Abdullah Anderson,Rusher,1.5874101026412874e-6,8.368394351390113e-7,1.025262005257728e-6,1.5874101026412874e-6,2.1495582000248466e-6,1000.0002759711072,1.454144158250668e-4,2
Willie Gay,Rusher,1.556739519889843e-6,4.512798735133468e-6,-1.4747395384659597e-6,1.556739519889843e-6,4.588218578245646e-6,1000.0002706430812,7.839939516678171e-4,2
Quinn Bailey,Blocker,1.5373396910297353e-6,1.5293412407418192e-6,5.100025070567858e-7,1.5373396910297353e-6,2.564676875002685e-6,1000.0002672729859,2.657143010329615e-4,2
Rashawn Slater,Blocker,1.5297900731462377e-6,7.30496748445767e-5,-4.754143435062268e-5,1.5297900731462377e-6,5.0601014496915155e-5,1000.0002659614828,0.01269006879218673,2
Jordan Evans,Rusher,1.5063589755626192e-6,5.107063114326838e-7,1.1632912743542405e-6,1.5063589755626192e-6,1.8494266767709978e-6,1000.0002618910843,8.86782569336604e-5,2
Reginald Mckenzie,Rusher,1.4495289590252926e-6,6.212701912834308e-6,-2.7238625104276932e-6,1.4495289590252926e-6,5.622920428478279e-6,1000.0002520186993,0.0010792973796568274,2
David Moa,Rusher,1.4380558463958655e-6,2.033718081422953e-6,7.190279231979302e-8,1.4380558463958655e-6,2.804208900471938e-6,1000.0002500256154,3.5333353246222915e-4,2
Joe Bachie,Rusher,1.4339214083561065e-6,5.633040037044055e-7,1.0555211315116352e-6,1.4339214083561065e-6,1.8123216852005778e-6,1000.00024930739,9.781541189615447e-5,2
Devon Kennard,Rusher,1.4102856226260323e-6,6.869927962229869e-6,-3.2045983933119976e-6,1.4102856226260323e-6,6.025169638564063e-6,1000.0002452014335,0.0011933882057857089,2
Josh Woods,Rusher,1.3985803060752982e-6,2.774408421277898e-6,-4.651325519680343e-7,1.398580306075298e-6,3.2622931641186306e-6,1000.0002431680117,4.8192359090325464e-4,2
Kyle Murphy,Blocker,1.3700554733632835e-6,2.719654423873866e-9,1.3682285415819586e-6,1.3700554733632835e-6,1.3718824051446084e-6,1000.0002382127407,5.129686301798205e-7,2
Jamil Douglas,Blocker,1.3699423124770282e-6,2.7791283925334315e-9,1.3680754289714872e-6,1.3699423124770282e-6,1.3718091959825694e-6,1000.0002381930826,5.233003510361381e-7,2
Jihad Ward,Rusher,1.330269536517019e-6,8.492990955478954e-6,-4.3749093857994076e-6,1.330269536517019e-6,7.0354484588334455e-6,1000.0002313012155,0.0014754241589629645,2
Keaton Sutherland,Blocker,1.3256946587286548e-6,5.862166296396799e-7,9.319027923692411e-7,1.3256946587286548e-6,1.7194865250880683e-6,1000.0002305064779,1.0179574276728817e-4,2
Austin Schlottmann,Blocker,1.2467888394682812e-6,1.763225686191455e-6,6.233944197341383e-8,1.2467888394682812e-6,2.4312382369631488e-6,1000.0002167991331,3.063441906619427e-4,2
Daniel Archibong,Rusher,1.228871082601567e-6,8.5734321675273e-7,6.529495403499305e-7,1.228871082601567e-6,1.8047926248532034e-6,1000.0002136865,1.4897628756334455e-4,2
Josh Uche,Rusher,1.2257396261867626e-6,2.6038021333244874e-5,-1.6265338754559808e-5,1.2257396261867626e-6,1.8716818006933333e-5,1000.0002131425103,0.004523308110107882,2
Calvin Munson,Rusher,1.207531177620511e-6,8.859859451804702e-7,6.123688412410818e-7,1.207531177620511e-6,1.8026935139999402e-6,1000.0002099793787,1.5395203908640174e-4,2
Ernest Jones,Rusher,1.1788459636058624e-6,2.925296684929223e-6,-7.862263031453199e-7,1.1788459636058624e-6,3.1439182303570447e-6,1000.0002049962468,5.082165995384931e-4,2
Khaleke Hudson,Rusher,1.1537660469214039e-6,1.1584843083865485e-8,1.1459839118729997e-6,1.1537660469214039e-6,1.161548181969808e-6,1000.000200639419,1.97197712277615e-6,2
Hardy Nickerson,Rusher,1.0369712694458282e-6,1.4664988330415353e-6,5.1848563472291224e-8,1.0369712694458282e-6,2.022093975419365e-6,1000.000180350088,2.5471642406139314e-4,2
Noah Dawkins,Rusher,1.0301592086924085e-6,1.4568651243363397e-6,5.150796043462024e-8,1.0301592086924085e-6,2.008810456950197e-6,1000.0001791667119,2.531239100593867e-4,2
Denzelle Good,Blocker,1.0199012637072765e-6,1.442358199416289e-6,5.099506318536364e-8,1.0199012637072765e-6,1.9888074642291892e-6,1000.0001773847243,2.5060379905868024e-4,2
Derrick Kelly,Blocker,9.700198893933656e-7,1.3718152833517472e-6,4.8500994469668106e-8,9.700198893933656e-7,1.891538784317063e-6,1000.0001687194421,2.383492394166719e-4,2
Joshua Miles,Blocker,9.431595931708156e-7,5.228265932667533e-6,-2.568935586923216e-6,9.431595931708156e-7,4.455254773264848e-6,1000.0001640533308,9.082023015853611e-4,2
Kyler Fackrell,Rusher,9.354617707122444e-7,3.3286170670127315e-5,-2.142457137983856e-5,9.354617707122444e-7,2.329549492126305e-5,1000.000162716082,0.005782440614591979,2
Michael Dunn,Blocker,9.246217813628517e-7,1.4988845928301499e-6,-8.225610545307284e-8,9.246217813628517e-7,1.931499668178776e-6,1000.0001608329829,2.603424067719071e-4,2
Zach Banner,Blocker,9.132675360690232e-7,1.900304940359328e-9,9.119910034848553e-7,9.132675360690232e-7,9.145440686531911e-7,1000.0001588605485,3.706330614623299e-7,2
Andrew Dowell,Rusher,8.637914358945271e-7,1.045325672217541e-6,1.6159240808978796e-7,8.637914358945271e-7,1.565990463699266e-6,1000.0001502656696,1.816321847470957e-4,2
Gerald McCoy,Rusher,8.635412556510877e-7,1.2212317554104603e-6,4.317706278255423e-8,8.635412556510877e-7,1.6839054485196212e-6,1000.0001502222087,2.1219020125928039e-4,2
Vincent Taylor,Rusher,8.434331123635674e-7,4.390488014589383e-6,-2.1058835430791266e-6,8.434331123635674e-7,3.7927497678062614e-6,1000.0001467290665,7.626653708378033e-4,2
Fred Johnson,Blocker,8.190930493906609e-7,8.33958875361407e-6,-4.783037722597537e-6,8.190930493906609e-7,6.421223821378859e-6,1000.0001425007646,0.0014487754670787154,2
Vince Biegel,Rusher,8.020752014570444e-7,1.7790411259099137e-6,-3.929982404765738e-7,8.020752014570443e-7,1.9971486433906625e-6,1000.0001395444615,3.0909161391107145e-4,2
Duke Riley,Rusher,7.324481991588687e-7,7.0928609459228775e-6,-4.0321913700726635e-6,7.324481991588687e-7,5.497087768390402e-6,1000.0001274490123,0.0012321966641228004,2
Noah Spence,Rusher,7.122094461451568e-7,1.4645606867907947e-6,-2.716113072893918e-7,7.122094461451568e-7,1.6960301995797052e-6,1000.0001239331809,2.543797336154277e-4,2
Jake Hanson,Blocker,6.860844465563131e-7,9.70269929253177e-7,3.4304222327815533e-8,6.860844465563131e-7,1.3378646707848106e-6,1000.0001193948036,1.6859366677648115e-4,2
Benning Potoa'E,Rusher,6.302538015499078e-7,8.913134738890808e-7,3.1512690077495275e-8,6.302538015499078e-7,1.2289949130223202e-6,1000.0001096960273,1.5487752563967102e-4,2
John Simon,Rusher,6.080729366107265e-7,1.264930141236408e-6,-2.416457099550191e-7,6.080729366107265e-7,1.457791583176472e-6,1000.0001058428163,2.1978138842212945e-4,2
Jermaine Johnson II,Rusher,5.15090931716405e-7,7.284485814887338e-7,2.5754546585820158e-8,5.15090931716405e-7,1.0044273168469898e-6,1000.0000896901877,1.2658499596821063e-4,2
Deonte Brown,Blocker,5.13033063263729e-7,7.255383160133796e-7,2.565165316318636e-8,5.13033063263729e-7,1.0004144733642717e-6,1000.0000893326993,1.260794311404216e-4,2
Justin Lawler,Rusher,4.6846557091689605e-7,3.3602468323515547e-7,2.42740505363338e-7,4.6846557091689605e-7,6.941906364704541e-7,1000.000081590533,5.833295005638795e-5,2
Nick Kwiatkoski,Rusher,4.682496809153901e-7,3.1006484510811953e-7,2.599631740610577e-7,4.682496809153901e-7,6.765361877697226e-7,1000.0000815530291,5.390429676320242e-5,2
Chris Reed,Blocker,4.628063986873585e-7,1.3675920113637307e-5,-8.724012660065162e-6,4.628063986873585e-7,9.649625457439879e-6,1000.000080607434,0.002375791172351926,2
Rashaad Coward,Blocker,4.5735690774744455e-7,6.468003417814566e-7,2.2867845387372145e-8,4.5735690774744455e-7,8.918459701075169e-7,1000.0000796607604,1.1240124401692914e-4,2
Phil Haynes,Blocker,4.2627533615139607e-7,6.028443616904544e-7,2.1313766807569728e-8,4.2627533615139607e-7,8.312369054952224e-7,1000.0000742613383,1.0476530814380827e-4,2
Dorian O'Daniel,Rusher,4.0677438062375346e-7,3.982992892781234e-7,1.3921625865292722e-7,4.067743806237535e-7,6.743325025945798e-7,1000.0000708736754,6.923218964953619e-5,2
Corey Levin,Blocker,3.759319241024793e-7,1.8817954945731422e-6,-8.881669131655348e-7,3.759319241024793e-7,1.6400307613704933e-6,1000.0000655157921,3.269418759980352e-4,2
Teven Jenkins,Blocker,3.69000222453257e-7,1.7742212257495828e-5,-1.154935644804681e-5,3.69000222453257e-7,1.2287356892953324e-5,1000.0000643116321,0.003082097435757076,2
Darryl Johnson,Rusher,3.5982426361995173e-7,1.3111719082131283e-6,-5.209573565989165e-7,3.5982426361995173e-7,1.24060588383882e-6,1000.0000627176048,2.2773337364757117e-4,2
Kevin Minter,Rusher,3.482737369723385e-7,3.2896684639638517e-7,1.2728978349352296e-7,3.482737369723385e-7,5.692576904511539e-7,1000.0000607110728,5.71068782099802e-5,2
Jordyn Brooks,Rusher,2.875378126551863e-7,2.734641853731647e-6,-1.549461796290502e-6,2.875378126551863e-7,2.124537421600875e-6,1000.0000501601621,4.750154305569041e-4,2
La'Darius Hamilton,Rusher,2.864342444636627e-7,4.0507919324860243e-7,1.4321712223183085e-8,2.864342444636627e-7,5.585467767041423e-7,1000.0000499684527,7.040997962042918e-5,2
Ty Summers,Rusher,2.450530272405311e-7,8.293878624274717e-7,-3.120894654279355e-7,2.4505302724053116e-7,8.021955199089977e-7,1000.000042779799,1.4403891257679035e-4,2
Ledarius Mack,Rusher,2.410556096220316e-7,1.3450037478638982e-8,2.320205275490907e-7,2.410556096220316e-7,2.500906916949725e-7,1000.0000420853764,2.295994606399676e-6,2
Josey Jewell,Rusher,2.4032912483942403e-7,1.3633599906313378e-8,2.3117073444097249e-7,2.4032912483942403e-7,2.494875152378756e-7,1000.000041959173,2.3278826466358843e-6,2
Cameron Tom,Blocker,2.2809571505920486e-7,3.2257605375591655e-7,1.1404785752960202e-8,2.2809571505920486e-7,4.447866443654495e-7,1000.0000398340121,5.599668374908397e-5,2
Scott Daly,Blocker,2.27971660139996e-7,3.2240061360669225e-7,1.1398583006999759e-8,2.27971660139996e-7,4.445447372729922e-7,1000.0000398124616,5.59662066919049e-5,2
Rashad Weaver,Rusher,1.833714807440435e-7,9.549992953680724e-8,1.1921926535464532e-7,1.833714807440435e-7,2.475236961334417e-7,1000.0000320646168,1.6549520682754905e-5,2
Luke Gifford,Rusher,1.8329767355340536e-7,9.565436728417411e-8,1.190417143844946e-7,1.8329767355340536e-7,2.4755363272231614e-7,1000.0000320517952,1.657634929724662e-5,2
Jacoby Stevens,Rusher,1.7306217696506656e-7,2.4474687779780976e-7,8.653108848253298e-9,1.7306217696506656e-7,3.374712450818798e-7,1000.0000302737074,4.2557403662657e-5,2
Braxton Hoyett,Rusher,1.4406375862773512e-7,3.407536251502475e-8,1.2117358471725942e-7,1.4406375862773512e-7,1.6695393253821081e-7,1000.0000252361662,5.878980526020922e-6,2
Raequan Williams,Rusher,1.1688056320772424e-7,1.652940776661694e-7,5.844028160386191e-9,1.1688056320772424e-7,2.279170982550623e-7,1000.0000205139613,2.8755038614935795e-5,2
Harvey Langi,Rusher,1.1572132368263962e-7,1.6365466540775578e-7,5.78606618413196e-9,1.1572132368263962e-7,2.2565658118114727e-7,1000.0000203125808,2.8470243518073175e-5,2
Charles Harris,Rusher,1.058207500898126e-7,7.269519258787061e-6,-4.777489295571997e-6,1.058207500898126e-7,4.9891307957516225e-6,1000.0000185926751,0.0012628853563805738,2
Marcus Allen,Rusher,6.837510105638232e-8,9.009677383930664e-7,-5.368512765192602e-7,6.837510105638232e-8,6.736014786320248e-7,1000.0000120876996,1.5647361058962537e-4,2
Christian Elliss,Rusher,5.762974354261075e-8,8.150076491404342e-8,2.8814871771305274e-9,5.762974354261075e-8,1.1237799990809097e-7,1000.0000102210397,1.4198649269890039e-5,2
Bobby Brown III,Rusher,1.5374826010645346e-8,1.6034376279859336e-6,-1.061736712949955e-6,1.5374826010645346e-8,1.0924863649712457e-6,1000.0000028806087,2.785861618234218e-4,2
Akeem Spence,Rusher,0,0,0,0,0,1000.0000002097279,4.051632382159225e-8,2
Andre Smith,Blocker,0,0,0,0,0,1000.0000002097279,4.051632382159225e-8,2
Austin Faoliu,Rusher,0,0,0,0,0,1000.0000002097279,4.051632382159225e-8,2
Ben Braden,Blocker,0,0,0,0,0,1000.0000002097279,4.051632382159225e-8,2
Caraun Reid,Rusher,0,0,0,0,0,1000.0000002097279,4.051632382159225e-8,2
David Steinmetz,Blocker,0,0,0,0,0,1000.0000002097279,4.051632382159225e-8,2
Mekhi Becton,Blocker,0,0,0,0,0,1000.0000002097279,4.051632382159225e-8,2
Nate Orchard,Rusher,0,0,0,0,0,1000.0000002097279,4.051632382159225e-8,2
Nick Harris,Blocker,0,0,0,0,0,1000.0000002097279,4.051632382159225e-8,2
Shane Lemieux,Blocker,0,0,0,0,0,1000.0000002097279,4.051632382159225e-8,2
David Bakhtiari,Blocker,-4.836735062584403e-9,6.840176323112343e-9,-9.431633372039587e-9,-4.836735062584403e-9,-2.418367531292193e-10,999.999999369501,1.1477440384937337e-6,2
Jake Brendel,Blocker,-7.413660265087749e-9,4.791481828461771e-7,-3.2928214308464425e-7,-7.413660265087749e-9,3.1445482255446876e-7,999.9999989218433,8.319604850903427e-5,2
Will Bradley-King,Rusher,-8.08441500474114e-9,6.892174479735542e-6,-4.637912561159515e-6,-8.08441500474114e-9,4.621743731150033e-6,999.9999988053212,0.0011973338542238278,2
Chukwuma Okorafor,Blocker,-5.383975435497903e-8,2.2055565510003796e-5,-1.486969769263141e-5,-5.383975435497903e-8,1.4762018183921452e-5,999.9999908568047,0.003831403642242197,2
Bud Dupree,Rusher,-5.542213841752115e-8,2.0252836808002657e-6,-1.4159093717118243e-6,-5.542213841752115e-8,1.305065094876782e-6,999.9999905819163,3.518683269629151e-4,2
Chapelle Russell,Rusher,-1.083424487430368e-7,1.780919026326892e-6,-1.3046773729899313e-6,-1.083424487430368e-7,1.0879924755038577e-6,999.9999813887168,3.0941783862816125e-4,2
Prince Tega Wanogho,Blocker,-1.2038844429672803e-7,6.7280079079467704e-9,-1.249079933115346e-7,-1.2038844429672803e-7,-1.1586889528192144e-7,999.9999792961131,1.2092909393755328e-6,2
Montez Sweat,Rusher,-1.3117758103659902e-7,2.7075859684703423e-7,-3.130600589369369e-7,-1.3117758103659902e-7,5.0704896863738855e-8,999.9999774218481,4.707610206483008e-5,2
Patrick Johnson,Rusher,-1.655780945001413e-7,2.3446951599386977e-6,-1.7406304495376748e-6,-1.655780945001413e-7,1.4094742605373922e-6,999.9999714458668,4.073557840969929e-4,2
Cornelius Lucas,Blocker,-2.0235907757835458e-7,1.5084823225341025e-5,-1.0335610833435375e-5,-2.0235907757835458e-7,9.930892678278666e-6,999.9999650563557,0.002620461678648198,2
Robert Hainsey,Blocker,-2.1601025082570915e-7,2.9350534970577234e-6,-2.187636670194776e-6,-2.1601025082570915e-7,1.7556161685433576e-6,999.999962684904,5.098304988730424e-4,2
Tyrell Adams,Rusher,-2.2858436742411536e-7,3.2326711255765866e-7,-4.45739516477025e-7,-2.2858436742411536e-7,-1.1429218371205728e-8,999.9999605005562,5.6116732988329154e-5,2
Woodrow Hamilton,Rusher,-2.9563528297447647e-7,7.495072777708027e-7,-7.991178777018602e-7,-2.9563528297447647e-7,2.0784731175290727e-7,999.9999488526191,1.3024326625866973e-4,2
Will Fries,Blocker,-3.0304819010125623e-7,1.0147239455534622e-7,-3.7121241747991233e-7,-3.0304819010125623e-7,-2.3488396272260007e-7,999.9999475648652,1.7668076617028678e-5,2
Logan Stenberg,Blocker,-4.1430947687558824e-7,1.8792096728605496e-6,-1.6766712846790843e-6,-4.1430947687558824e-7,8.480523309279077e-7,999.9999282368001,3.2649267275662624e-4,2
Bryan Bulaga,Blocker,-4.1795688180877123e-7,5.91080290741133e-7,-8.15015919527104e-7,-4.1795688180877123e-7,-2.0897844090438488e-8,999.999927603181,1.0272167973863343e-4,2
Emmanuel Ellerbee,Rusher,-4.559178284492424e-7,6.447651763206087e-7,-8.890397654760227e-7,-4.559178284492424e-7,-2.279589142246204e-8,999.9999210086892,1.1204769959057231e-4,2
Christian Rozeboom,Rusher,-4.5596243215600954e-7,6.448282554876509e-7,-8.891267427042186e-7,-4.5596243215600954e-7,-2.2798121607800395e-8,999.9999210009407,1.120586575396656e-4,2
Samuel Eguavoen,Rusher,-4.5658720134108434e-7,9.433630887083062e-10,-4.5722090685637373e-7,-4.5658720134108434e-7,-4.559534958257949e-7,999.9999208924071,1.2336270207846825e-7,2
Andre Smith,Rusher,-4.5658727447003843e-7,9.78382046142566e-10,-4.572445040204861e-7,-4.5658727447003843e-7,-4.559300449195908e-7,999.9999208923945,1.2944611951515987e-7,2
Darious Williams,Rusher,-4.57048872786786e-7,6.463647145624081e-7,-8.912453019342328e-7,-4.57048872786786e-7,-2.285244363933922e-8,999.9999208122065,1.1224453526414802e-4,2
Frank Herron,Rusher,-4.572630540906393e-7,6.466676126671243e-7,-8.916629554767467e-7,-4.572630540906393e-7,-2.2863152704531886e-8,999.9999207749995,1.1229715403146713e-4,2
Stone Forsythe,Blocker,-4.594737399790144e-7,6.497939946326111e-7,-8.959737929590781e-7,-4.594737399790144e-7,-2.2973686998950636e-8,999.999920390964,1.1284026224692117e-4,2
Benardrick Mckinney,Rusher,-4.727416051278683e-7,5.130710464860683e-6,-3.919303759035252e-6,-4.727416051278683e-7,2.9738205487795158e-6,999.9999180860998,8.912551810384185e-4,2
Daelin Hayes,Rusher,-4.968680524747439e-7,7.026775385196894e-7,-9.688927023257506e-7,-4.968680524747439e-7,-2.4843402623737105e-8,999.9999138949066,1.221081072641985e-4,2
Curtis Weaver,Rusher,-5.015516856149361e-7,2.262354714303423e-7,-6.535256898086002e-7,-5.015516856149361e-7,-3.495776814212722e-7,999.9999130812762,3.934164296529125e-5,2
Attauyo Nsekhe,Blocker,-5.176688997540644e-7,7.320943788509561e-7,-1.0094543545204256e-6,-5.176688997540644e-7,-2.5883444987703127e-8,999.9999102814293,1.2713730330764927e-4,2
Chauncey Rivers,Rusher,-5.200263702547354e-7,3.009220440726892e-6,-2.5414745409917342e-6,-5.200263702547354e-7,1.5014218004822635e-6,999.9999098718947,5.227956491814012e-4,2
Joseph Noteboom,Blocker,-5.608698937266807e-7,5.326491062482749e-7,-9.186776989967345e-7,-5.608698937266807e-7,-2.0306208845662704e-7,999.999902776648,9.249011078448215e-5,2
Kyle Long,Blocker,-5.807708822663261e-7,8.213340583324263e-7,-1.132503220419336e-6,-5.807708822663261e-7,-2.90385441133162e-8,999.9998993194922,1.4272085600202386e-4,2
Ted Karras,Blocker,-6.152049857835523e-7,5.161968881369405e-7,-9.619609898111254e-7,-6.152049857835523e-7,-2.684489817559791e-7,999.9998933376758,8.963206773381535e-5,2
Jashon Cornell,Rusher,-6.220359488221714e-7,8.796916751079312e-7,-1.2129701002032344e-6,-6.220359488221714e-7,-3.1101797441108456e-8,999.999892151016,1.5285861242917407e-4,2
Henry Anderson,Rusher,-6.22142910720071e-7,8.79842942074598e-7,-1.2131786759041386e-6,-6.22142910720071e-7,-3.110714553600344e-8,999.9998921324348,1.5280385757241818e-4,2
